source,case,family,trial_id,mIoU,stage1_varied,path,depth_nan_ratio,denoise_retained_ratio,unfold_residual,orient_agreement,sam_fill_rate,sam_ontology_divergence,det_row_residual_px,det_row_gated,det_row_y_std,phase_incoherence_deg,recentre_residual_max_cm,orient_axis_corr
bo-full-stage,2-1,staggered,2-1-f013,0.835,True,data/bo-full-stage/2-1-trials/runs/2-1-f013,0.12531438624513158,0.7460930637283778,1.252762968495368,0.9998894330508498,0.7170403601346784,0.23650778894997443,0.0,0.0,20.135813425042436,2.3,2.5,-0.9998894330508498
bo-full-stage,2-1,staggered,2-1-f014,0.076,True,data/bo-full-stage/2-1-trials/runs/2-1-f014,0.5531672415104867,0.27668249903372955,1.252762968495368,0.999890966925316,0.24992662545290698,0.2611026228936529,0.0,0.0,83.27575097381356,13.3,2.5,-0.999890966925316
bo-full-stage,2-1,staggered,2-1-f015,0.481,True,data/bo-full-stage/2-1-trials/runs/2-1-f015,0.10186571000948279,0.7763926179004959,1.252762968495368,0.9998903747095901,0.7243509452915243,0.21885207719398864,0.0,0.0,16.53950153552435,2.6,2.5,-0.9998903747095901
bo-full-stage,2-1,staggered,2-1-f016,0.818,True,data/bo-full-stage/2-1-trials/runs/2-1-f016,0.11662416157272659,0.7649389544437073,1.2237754316221157,0.999892455241789,0.7366913039793808,0.22495343226478298,0.0,0.0,27.910128720073047,2.8,2.4,-0.999892455241789
bo-full-stage,2-1,staggered,2-1-f017,0.486,True,data/bo-full-stage/2-1-trials/runs/2-1-f017,0.1156076301006949,0.7795937116979696,1.252762968495368,0.9998911514067504,0.710461970282275,0.207886647174907,0.0,0.0,60.3995435383942,11.0,2.5,-0.9998911514067504
bo-full-stage,2-1,staggered,2-1-f018,0.44,True,data/bo-full-stage/2-1-trials/runs/2-1-f018,0.10487790668035801,0.7810715370830827,1.2237754316221157,0.9998931189081944,0.6693732573545066,0.22655294310785723,0.0,0.0,20.224262993271118,3.4,2.4,-0.9998931189081944
bo-full-stage,2-1,staggered,2-1-f019,0.032,True,data/bo-full-stage/2-1-trials/runs/2-1-f019,0.7893693730383069,0.0901876528205796,1.252762968495368,0.9998903747095901,0.07641287340927082,0.21434271030565327,0.0,0.0,117.79061607462586,3.9,2.5,-0.9998903747095901
bo-full-stage,2-1,staggered,2-1-f020,0.215,True,data/bo-full-stage/2-1-trials/runs/2-1-f020,0.2676530498486332,0.5365374241193505,1.2809338454620645,0.9998925516025402,0.4394349953184972,0.33100862154115335,0.0,0.0,68.11982732992493,11.4,2.6,-0.9998925516025402
bo-full-stage,2-1,staggered,2-1-f021,0.801,True,data/bo-full-stage/2-1-trials/runs/2-1-f021,0.09672861505283463,0.7897240496962707,1.252762968495368,0.999890966925316,0.7519878301596258,0.21498578074867292,0.0,0.0,20.216893585512626,3.1,2.5,-0.999890966925316
bo-full-stage,2-1,staggered,2-1-f022,0.667,True,data/bo-full-stage/2-1-trials/runs/2-1-f022,0.11192502001892699,0.764724514746217,1.2809338454620645,0.9998911090193182,0.7368272019081517,0.17346721235599216,0.0,0.0,39.9748835417394,17.7,2.6,-0.9998911090193182
bo-full-stage,2-1,staggered,2-1-f023,0.034,True,data/bo-full-stage/2-1-trials/runs/2-1-f023,0.8359304062522347,0.07544505279867057,1.2809338454620645,0.999890810642283,0.06065543105996251,0.3271073816927205,0.0,0.0,100.48724124644804,3.5,2.6,-0.999890810642283
bo-full-stage,2-1,staggered,2-1-f024,0.034,True,data/bo-full-stage/2-1-trials/runs/2-1-f024,0.8290951642570247,0.07201815141612876,1.2809338454620645,0.999893781601042,0.058824167715612656,0.29842938835744587,0.0,0.0,65.36718271288262,3.6,2.6,-0.999893781601042
